question_id,question_number,risk_level,risk_points,correct_options,option_count,correct_answer_count,average_correct_words,average_distractor_words,correct_vs_distractor_ratio,correct_vs_distractor_percent_longer,shortest_option_words,longest_option_words,option_length_ratio,correct_is_longest,correct_question_overlap,distractor_question_overlap,overlap_advantage,reasons_text,question_text
q-saa-178,178,PASS,0,A,4,1,13,15.33,0.85,-15.22,13,16,1.23,False,0.25,0.083,0.167,,An application deployed across three Availability Zones behind a Multi-AZ Application Load Balancer experiences intermittent performance degradation when a single Availability Zone (az1) undergoes underlying network degradation. Automatic ALB health checks are not failing fast enough because some requests still succeed. The architecture team needs an automated capability to temporarily shift application traffic away from the impaired Availability Zone without changing DNS records manually. Which solution fulfills this requirement?
q-saa-179,179,PASS,0,B,4,1,24,21,1.14,14.29,19,24,1.26,True,0.438,0.394,0.044,,A gaming platform hosts a real-time multiplayer backend in two AWS Regions. Client applications establish persistent TCP connections directly to regional Network Load Balancers (NLBs) that have security groups configured. The gaming servers behind the NLBs rely on client source IP addresses for session validation and geo-filtering. Players report high connection latency and packet loss caused by public internet routing fluctuations during cross-region matchmaking. A solutions architect must improve connection routing performance and maintain consistent latency while ensuring that client IP preservation remains functional with the NLB security group setup. Which solution meets these requirements?
q-saa-182,182,PASS,0,A,4,1,12,14.67,0.82,-18.18,12,15,1.25,False,0.2,0.304,-0.104,,A financial research firm runs high-performance computing (HPC) simulation jobs on a cluster of Linux EC2 instances. The simulation jobs require a POSIX-compliant distributed file system capable of delivering hundreds of gigabytes per second of throughput and sub-millisecond latencies. The dataset is currently stored in an Amazon S3 bucket. Which solution provides the highest performance access to the S3 dataset?
q-saa-183,183,PASS,0,B,4,1,15,14,1.07,7.14,13,15,1.15,True,0.167,0.199,-0.032,,"A mobile application relies on Amazon DynamoDB to serve real-time user profiles and gaming leaderboards. During peak traffic hours, hot key partition queries experience read latency spikes up to 50 milliseconds. The engineering team requires an in-memory caching solution that delivers microsecond response times for read queries without requiring complex application code rewrite or manual cache invalidation logic. Which solution should be implemented?"
q-saa-184,184,PASS,0,"A, B",5,2,15,14.67,1.02,2.27,13,17,1.31,False,0.212,0.296,-0.084,,"An IoT platform ingests real-time telemetry data from 50,000 smart building sensors publishing 10,000 metrics per second. The ingestion pipeline uses Amazon Kinesis Data Streams. During peak morning hours, sensor data streams suffer from throttling errors (ProvisionedThroughputExceededException). Additionally, multiple downstream analytics applications (Real-time Alerting, Data Warehouse Loading, and Machine Learning) must process the stream concurrently without impacting each other's processing latency. Which combination of actions resolves the scaling and latency bottlenecks? (Select TWO.)"
q-saa-186,186,PASS,0,A,4,1,21,17,1.24,23.53,15,21,1.4,True,0.167,0.324,-0.157,,"An e-commerce company manages a catalog of 10 million products stored in an Amazon DynamoDB table. Users require advanced full-text fuzzy search capabilities, faceted filtering by category, and autocomplete search suggestions on the product website. DynamoDB native query operations cannot fulfill these complex search requirements efficiently. Which architecture provides high-performing search capabilities with real-time data synchronization?"
q-saa-187,187,PASS,0,B,4,1,20,18.33,1.09,9.09,16,20,1.25,True,0.375,0.195,0.18,,A serverless REST API built using Amazon API Gateway and AWS Lambda experiences execution delays during daily traffic bursts. Analysis indicates two distinct bottlenecks: 1. Lambda function cold-start initialization delays when scaling up instances. 2. Relational database connection pool exhaustion on the backend Amazon RDS for MySQL database caused by thousands of concurrent Lambda executions creating individual connections. Which combination of architectural updates resolves both latency bottlenecks?
q-saa-188,188,PASS,0,"A, B",5,2,15.5,13,1.19,19.23,13,16,1.23,True,0.361,0.243,0.118,,"A microservices application runs containerized workloads on Amazon ECS powered by AWS Fargate behind an Application Load Balancer. The operational team needs to implement task scaling that adjusts container task counts dynamically based on incoming traffic load, and collect granular container memory and CPU utilization metrics across tasks. Which combination of components should be configured? (Select TWO.)"
q-saa-189,189,PASS,0,C,4,1,5,6,0.83,-16.67,5,7,1.4,False,0.0,0.244,-0.244,,"A financial company is migrating a legacy enterprise file application to AWS. The application requires concurrent multi-protocol file access (both NFSv3/NFSv4 and SMB protocols) to the same shared file system, sub-millisecond latencies, and enterprise data management features such as block-level deduplication, compression, and thin provisioning. Which storage solution fulfills all these requirements?"
q-saa-190,190,PASS,0,"A, B, C",6,3,13,13.67,0.95,-4.88,11,17,1.55,True,0.25,0.125,0.125,,"A company is building a serverless API in multiple AWS Regions. API processing must remain available during a regional disruption, popular GET responses must be cached at edge locations, and database writes must continue in multiple Regions without requiring database failover. Which THREE components meet these requirements? (Select THREE.)"
q-saa-194,194,PASS,0,A,4,1,21,16,1.31,31.25,15,21,1.4,True,0.4,0.231,0.169,,An enterprise company operates 200 Amazon EC2 instances attached to legacy General Purpose SSD (gp2) EBS volumes. Cost management audits indicate that many volumes are over-provisioned in storage capacity simply to achieve higher IOPS performance baseline targets. A solutions architect must implement a solution that optimizes storage costs while upgrading disk performance capabilities without requiring downtime or volume recreation. Which action fulfills this requirement?
q-saa-195,195,PASS,0,"A, B",5,2,12,11.33,1.06,5.88,8,15,1.88,False,0.343,0.227,0.116,,"A mobile application utilizes Amazon DynamoDB for user session management and order tracking. The company has two distinct traffic patterns: 1. User sessions: Highly predictable, constant traffic 24 hours a day, 7 days a week. 2. Product promotions: Sudden, unannounced spikes exceeding 10x normal traffic for 30 minutes, followed by complete inactivity. Which combination of DynamoDB capacity modes minimizes costs across both workloads? (Select TWO.)"
q-saa-201,201,PASS,0,"A, B",5,2,17,13,1.31,30.77,11,19,1.73,True,0.722,0.607,0.115,,"A security analytics workload runs on EC2 instances in Account B by using an IAM role named AnalyticsRole. Security logs are stored in an S3 bucket in Account A and are encrypted with a customer managed KMS key in Account A. AnalyticsRole already has an identity policy allowing s3:GetObject on the required prefix and kms:Decrypt on the KMS key ARN. However, attempts to read the objects are denied. The company will not use role assumption between the accounts. Which TWO changes provide the required access with least privilege? (Select TWO.)"
q-saa-207,207,PASS,0,"A, B, C",6,3,11.67,9,1.3,29.63,8,13,1.62,True,0.0,0.0,0.0,,"A company exposes a public application through an Application Load Balancer. It needs protection against common web exploits, automated request floods from individual IP addresses, and common infrastructure-layer DDoS attacks. Which THREE services or features should the company use? (Select THREE.)"
q-saa-208,208,PASS,0,B,4,1,9,8,1.12,12.5,7,9,1.29,True,0.2,0.167,0.033,,"EC2 instances in private subnets must call a third-party SaaS service hosted behind an AWS endpoint service. The connection must stay on private IP addresses, tolerate overlapping CIDR ranges, and prevent the SaaS provider from initiating connections into the customer VPC. Which solution meets the requirements?"
q-saa-210,210,PASS,0,A,4,1,19,14.67,1.3,29.55,13,19,1.46,True,0.333,0.194,0.139,,"A mobile application needs user sign-up, social sign-in, and temporary scoped AWS credentials so authenticated users can upload files directly to S3. Which design meets these requirements?"
q-saa-224,224,PASS,0,A,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,"A company is designing disaster recovery in a second AWS Region. Only critical core services, such as data replication and essential supporting components, will run continuously. During recovery, the operations team will launch and scale the application servers before redirecting production traffic, and the business accepts this additional recovery step to reduce steady-state cost. Which disaster recovery strategy meets these requirements?"
q-saa-225,225,PASS,0,"A, B, C",6,3,11.33,9.67,1.17,17.24,7,13,1.86,False,0.337,0.311,0.026,,"A company runs critical EC2 workloads and RDS databases in one Region. It requires centrally managed backups, cross-account isolation from production administrators, and copies in a second Region. The solution will use cross-account and cross-Region AWS Backup copy operations only for resource types and Regions that support those operations. Which THREE actions meet the requirements? (Select THREE.)"
q-saa-228,228,PASS,0,A,4,1,4,3.33,1.2,20.0,3,4,1.33,True,0.333,0.278,0.056,,"An application publishes business events to EventBridge. A faulty deployment processes events incorrectly for two hours. After the defect is fixed, the company must resend only the affected historical events to the same event bus without maintaining a custom event store. Which feature meets the requirement?"
q-saa-229,229,PASS,0,A,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,A company has a primary application stack in one Region and a fully functional but scaled-down stack in another Region. The secondary continuously receives database updates and can scale to production capacity after traffic is switched. Which disaster recovery strategy is described?
q-saa-233,233,PASS,0,"A, B",5,2,11.5,15.67,0.73,-26.6,11,18,1.64,False,0.188,0.142,0.046,,"A multiplayer game exposes TCP and UDP services from two AWS Regions. Players require static anycast IP addresses, routing over the AWS global network, and rapid health-based rerouting that is not dependent on DNS cache expiration. Which TWO components should be used? (Select TWO.)"
q-saa-239,239,PASS,0,A,4,1,9,7,1.29,28.57,6,9,1.5,True,0.2,0.167,0.033,,"A Lambda-backed API experiences database connection exhaustion during traffic spikes. The relational database supports connection pooling, and the company wants the LEAST application and operational change. Which solution meets the requirement?"
q-saa-240,240,PASS,0,A,4,1,3,3.33,0.9,-10.0,3,4,1.33,False,0.667,0.556,0.111,,A company needs a load balancer for millions of TCP connections with very low latency and a static IP address in each enabled Availability Zone. Which solution meets the requirements?
q-saa-241,241,PASS,0,A,4,1,9,8.67,1.04,3.85,8,9,1.12,True,0.0,0.244,-0.244,,"A REST API receives large numbers of repeated identical GET requests. Each request currently invokes backend Lambda functions, EC2 services, or database queries, increasing backend execution and processing costs. Responses can be cached for several minutes. The company wants to reduce backend cost without changing backend code. Which solution meets the requirements with the LEAST operational overhead?"
q-saa-243,243,PASS,0,"A, B",5,2,8.5,7,1.21,21.43,7,10,1.43,True,0.225,0.194,0.031,,A media company runs always-on ECS services and interruptible overnight container batch jobs. The company wants the MOST cost-effective design without risking interruption of the baseline services. Which TWO strategies should it use? (Select TWO.)
q-saa-245,245,PASS,0,"A, B",5,2,13,12,1.08,8.33,9,15,1.67,False,0.071,0.379,-0.307,,Private-subnet applications send large amounts of traffic to S3 and DynamoDB through NAT gateways in each Availability Zone. They still need occasional IPv4 internet access for software repositories. Which TWO changes reduce cost without reducing Availability Zone resilience? (Select TWO.)
q-saa-247,247,PASS,0,A,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,"A nightly batch job is stateless, can restart from checkpoints, and may be interrupted. Which EC2 purchasing option is MOST cost-effective?"
q-saa-250,250,PASS,0,A,4,1,15,16,0.94,-6.25,15,17,1.13,False,0.4,0.422,-0.022,,"A subscription video service distributes thousands of private files through CloudFront. After a subscriber signs in, the subscriber must be able to access every file under /premium/* for two hours. The company wants to avoid generating a different authorised URL for every file and does not want to change the existing file URLs. Which solution should be used?"
